s_no,brand_name,description
Pepe Jeans,Pepe Jeans,"Blue medium wash 5-pocket mid-rise jeans, highly distressed, heavy fade, has a button and zip closure, and waistband with belt loops"
STREET 9,STREET 9,"Sea green and white printed casual crop shirt with waist tie-ups detail, has a spread collar, long sleeves, button placket, and straight hem"
Pepe Jeans,Pepe Jeans,"Orange and blue abstract print T-shirt, has a polo collar, short sleeves and button closure"
Campana,Campana,"Navy Blue and white printed kurta with pyjamas Navy Blue and white straight knee length kurta, has a mandarin collar, long sleeves, straight hem, side slitsNavy Blue and white  Solid pyjamas, has elasticated waistband, slip-on closure"
152,Wild stone,"This set consists of a Code Platinum Body Perfume and a Code Gold Body PerfumeCode Platinum Body PerfumeNotesApple notes, muguet and cedar woodCode Gold Body PerfumeNotesFresh spicy notes of moss and musk, lavender, apple and geranium with a woody baseFeaturesContains zero gas, only perfumeFragrance is safe to use on skin and lasts for a long time."
The Vanca,The Vanca,"Black printed woven high-low  top, has  shoulder straps, and long sleeves"
152,Wild stone,"This set consists of a Code Copper Body Perfume and a Code Platinum Body PerfumeCode Copper Body PerfumeNotesWarm balsam and amber notesThe citrus notes of lemon and pineapple with woody hints of armoiseCode Platinum Body PerfumeNotesApple notes, muguet and cedar woodFeaturesContains zero gas, only perfumeFragrance is safe to use on skin and lasts for a long time"
76,Puma,"About the shoeThe PUMA SPIRIT II is a boot engineered for value. It combines lightweight, comfort and longevity by using a soft, yet highly durable synthetic upper material and a soft lining which shapes to the foot. For every level of performance, the PUMA Spirit is a classic soccer cleat designed for expert control on the ball and versatile movements on the field. The eye-catching design features a smooth synthetic leather upper with a strategically placed stud configuration for optimal traction and speed. Product DetailsA pair of black & orange football sports shoes, has regular styling, lace-up detailSuitable for use on firm natural surfacesSmooth synthetic leather upperAll-over gradient designFull lace closure for snug fitEasy slip-on structure easily adapts to foot shapeLightweight TPU outsole with dynamic stud configuration for traction through movementsPUMA Formstrip design across lateral sideWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Blue medium wash 5-pocket mid-rise jeans with striped detail, clean look, light fade, has a button and zip closure, and waistband with belt loops"
152,Wild stone,"What it isSet of 2 code gold body perfumes Wild stone Code Titanium body perfumesFeatures Titanium is a playfully fresh fragrance with masculine notes of citrus, dry amber and musk that invokes codes of dynamism and energy. This young perfume with fruity top notes blended with marine notes makes you the winner in every aspect. Designed by Master Perfumers in France."
76,Puma,"Special Technology:SoftFoam+sockliner: Flexible sock collar with cushioned foot bed provides easy optimal step-in comfortDesign Details:A pair of round-toe white and black sneakers, has regular styling, lace-up detailMesh upper with contrast leather and suede accentsNeon overlays and TPU molded inserts at midsoleEVA midsole for superior cushioning and comfortZoned rubber outsole for better grip and tractionWarranty: 3 monthsWarranty provided by brand/manufacturer"
23,Alcis,"Blue self-design T-shirt, has a polo collar, and short sleeves"
Louis Philippe Sport,Louis Philippe Sport,"Navy Blue and Mustard yellow checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
76,Puma,"Features:A pair of grey running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturerAbout Puma Kenora IDP:The Kenora IDP is from the Running Shoes collection from PUMA. Comprising of stylish Mesh Upper and rubber sole this is lightweight, durable and comfortable, designed to perfect your performance"
hummel,hummel,"Black printed pullover sweatshirt, has hood, long sleeves, straight hem and zip closure"
Pantaloons Junior,Pantaloons Junior,"Grey printed T-shirt, has a mandarin collar, and long sleeves"
76,Puma,"Special Technology:SoftFoam+ sockliner: Flexible sock collar with cushioned foot bed provides optimal step-in comfortDesign Details:A pair of round-toe navy blue sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedSuede vamp with deco stitching designFull lace closure with thin synthetic leather tongueRubber outsole for traction and gripTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Lapis O Lupo,Lapis O Lupo,"Beige solid handheld bag, has a zip closure3 main compartments, 1 external and 1 inner pocketTablet sleeve: NoTwo Handles with a detachable sling strap"
76,Puma,"About the shoeThe evoKNIT FTB II is a performance boot for players of all levels. The upper features a knitted collar construction which ensures a unique silhouette and a snug fit around the ankle. The durable synthetic upper material is lightweight, combining comfort and longevity. It features a comfortable knitted collar and a unique silhouette so your play won't be the only thing that's memorable.Product DetailsA pair of black & orange football sports shoes, has regular styling, lace-up detailKnitted collar upper which ensures a unique silhouette and a snug fit around the ankleTPU outsoleContrasting PUMA Formstrip on lateral sideSuitable for use on firm natural surfacesFixed cleatsWarranty: 3 monthsWarranty provided by brand/manufacturer"
STREET 9,STREET 9,"Maroon and off-white printed woven A-Line top, has a round neck, long sleeves, high-low hem"
159,Flying Machine,"Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
Genius18,Genius18,"White and Navy Blue printed sweatshirt, has a hooded neck, two pockets, long sleeves, zip closure, curved hem"
23,Alcis,"Navy Blue solid T-shirt, has a polo collar, and short sleeves"
Pepe Jeans,Pepe Jeans,"Navy Blue and Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
U.S. Polo Assn.,U.S. Polo Assn.,"Pack Of 2 Solid TrunksGreen solid trunks, with an inner elasticated waist band, double-layered and contoured front pouch.Green solid trunks, with an inner elasticated waist band, double-layered and contoured front pouch."
ToniQ,ToniQ,Gold-Toned & White layered necklaceMaterial and stone type: Alloy with Artificial BeadsClosure: Lobster Closure
76,Puma,"About the shoeThe IGNITE Contender Knit is from the Running Shoes collection from PUMA. Comprising of stylish Knitted upper and rubber sole this is lightweight, durable and comfortable, designed to perfect your performance by using PUMAs revoluntionary energy return techonolgy- IGNITESpecial TechnologyHas PUMA's revoluntionary energy return techonolgy- IGNITEThe IGNITE Contender Knitis meant for Neutral pronation, has a Medium arch, and provides High cushioning which is best suited for Medium distances.Has Softfoam technologyProduct DetailsA pair of white & black running sports shoes, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Genius18,Genius18,"Grey melange solid high-rise regular shorts, has 3 pockets, and drawstring closure"
76,Puma,"The FUTURE 4.4 combines lightweight, comfort and longevity by using a soft, yet durable synthetic upper material. The stud configuration offers an optimal mix of stability and agility. Soft and lightweight upper provides a comfortable fit. Lightweight outsole is designed for super sharp bursts of speed.Special TechnologyADAPT: Multiple lacing options for personalized fit and feelSTRIKE: Soft synthetic upper for secure fit around ankle and feel on the ballACCELERATE: Low-profile multi-studded TPU outsole designed for sharp bursts of speedProduct DetailsA pair of grey & orange football sports shoes, has regular styling, lace-up detailSuitable for use on artificial grass and firm natural surfacesLow boot silhouetteSoft and durable synthetic upperFull lace closureLow-profile multi-studded TPU outsolePUMA Cat Logo at tongueWarranty: 3 monthsWarranty provided by brand/manufacturer"
152,Wild stone,"What it isSet of 2 Body Perfumes Wild stone Code Titanium body perfume Features Titanium is a playfully fresh fragrance with masculine notes of citrus, dry amber and musk that invokes codes of dynamism and energy. This young perfume with fruity top notes blended with marine notes makes you the winner in every aspect. Designed by Master Perfumers in France.Wild stone Code Gold body perfumeFeatures Let the rich Gold fragrance exude an aristocratic aroma that is stitched together with fresh spicy notes of moss and musk. Designed by Master Perfumers in France with fragrance that exudes class and confidence."
114,Carlton London,Silver-Toned multistrand braceletMaterial and stone type: Brass with cubic zirconiaPlating: Rhodium-PlatedClosure: Lobster
Pepe Jeans,Pepe Jeans,"Navy Blue solid T-shirt, has a Henley neck, and short sleeves"
Plum,Plum,"Shade name: BlackWhat Is It:NaturStudio All-Day-Wear Kohl Kajal. Comes with a sharpnerWhat It Does:NaturStudio All-Day-Wear Kohl Kajal is safe for use as a liner and as a kohl-kajalGo ahead, create looks to your heart's contentWaterproof and smudge-free formulaIngredientsHydrogenated Castor OilRice Bran WaxNatural Vitamin EWhat Is It:Plum Green Tea Skin Clarifying ConcentrateSuitable For:Oily and Acne prone skinWhat It Does:When your skin is oily and acne-prone, you need action on multiple fronts to clear things upThe Plum Green Tea Skin Clarifying Concentrate is a 100% vegan, hyper-concentrated serum that helps clear up skin and prevents the appearance of fresh spots & blemishes in 5 different waysThis serum can be used twice daily as part of a regular skin care regime for oily & acne-prone skinFeaturesOrganic green tea extracts prevent oxidation of sebum, which is a leading cause of acneInstantly absorbing, non-comedogenic formulaHelps regulate sebum production on skin naturallyContains natural AHAs from 5 different plant sources: sugar cane, bilberry, maple, orange and lemon. Great for gentle exfoliation of skinLicorice is proven to fight spotting and pigmentation on skinWillow bark is rich in salicylic acid which is a microbe-fighter, and hence useful is preventing acneContains just the right quantity of argan oil to prevent dryness of skinParaben-free, mineral oil-free, paraffin-free, silicone-free, sulphate-free100% vegan formula, not tested on animalsKey IngredientsGreen Tea prevents oxidation of sebum, one of the major causes of acneAlpha-hydroxy acids (AHAs) from 5 different plant sources promote skin renewalCinnamon bark helps regulate sebum production naturallyWillow bark contains salicylic acid that fights acne-causing microbesLicorice helps tackle hyper-pigmentation and clears up skinWhat Is It:Plum Olive & Macadamia Mega Moisturizing Hair Mask 250mlWhat It Does:Provides a deep conditioning, moisturizing & nourishing treatment for your hair.Specially processed pro-vitamin B5 and film-forming hair protectants shield hair from pollution and UV.This silicone-free hair mask moisturizes, softens and deep-nourishes chemically-treated, damaged hair.Use once or twice a week for hair that looks, and indeed is, healthier, softer and shinier.Features:Shea butter - Well known for its hydrating properties, shea butter is non-greasy and helps give a silky, soft touch to hair.Olive oil fractions - Olive oil and its derivatives are rich in plant squalene, an excellent natural conditioning agent. This helps replace silicones in the formula.Plant-derived film formers - Made from tung wood and rapeseed oil, this biodegradable, botanically derived ingredient forms a protective film over hair, shielding it from suspended particulate matter (e.g., soot and dust) in air.Plant-derived keratin - Keratin (a type of protein) is an essential component of hair, and is responsible for giving hair its strength and shine. Keratin is most commonly animal-derived, but we're proud to use plant-sourced keratin in our hair care products.UV shield for hair colour protection - This is what good science is all about. A dermatologically safe, hair softening UV absorber that is proven to help hair retain its colour for longer, in the face of exposure to UV radiation from sunlight.About The Brand:Plum is inspired by the goodness in nature, and driven by the desire to be good and do good. Designed in a London studio, Plum products are always 100% vegan and cruelty-free. No parabens, phthalates or other doubtful - in any product. Marrying science and product expertise with innate love for nature, welcome to plum. Take in the goodness!"
OSHKOSH Bgosh,OSHKOSH Bgosh,"Olive green dyed T-shirt, has a round neck, short camouflage print raglan sleeves, and 1 pocket"
76,Puma,"Design Details:A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Black printed T-shirt, has a round neck, and short sleeves"
141oodland,Woodland,Coffee Brown solid leather beltReversible: NoStretchable: NoSecured with a tang closure
76,Puma,"Special Technology:SoftFoam + insole provides superior cushioning and comfort ideal for every stage of your dayDesign Details:A pair of round-toe black sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Navy Blue printed T-shirt, has a polo collar, and short sleeves"
190,FabSeasons,Black self-design Ascot Cap and has a visor
DEYANN,DEYANN,"Grey and Blue printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
Pepe Jeans,Pepe Jeans,"  Red Tshirt for boys   Typography printed   Regular length   Round neck   Long,  regular sleeves   Knitted cotton fabric  "
209,Trend Arrest,"Maroon solid knitted one-shoulder velvet finish knitted fitted top, has one long sleeve"
Genius18,Genius18,"Navy blue solid T-shirt, has a round neck, and short sleeves"
76,Puma,"A pair of grey running sports shoes, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
53,DressBerry,"A pair of white open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole"
The Vanca,The Vanca,"Black printed woven high-low  top, has a round neck, and three-quarter sleeves"
Pepe Jeans,Pepe Jeans,"White and Blue printed T-shirt, has a round neck, and short sleeves"
69,Aj DEZInES,"Maroon solid party shirt, has a spread collar, long sleeves, button placket, and high-low hemComes with black checked waistband"
Lino Perros,Lino Perros,Rose Gold-toned solid purse clutch1 main compartment with click closure1 inner pocket Detachable sling strap
T141isha,Twisha,"Yellow and red printed kurta setYellow printed straight knee length kurta, has a round neck, long sleeves, straight hem, side slitsYellow printed pyjamas, has elasticated waistband, slip-on closureRed printed Nehru Jacket, has mandarin collar, buttons closure on the front"
76,Puma,"A pair of black solid sports sandals, secured with a Velcro closureSynthetic upperCushioned footbedTextured and patterned outsole"
76,Puma,"A pair of round-toe navy blue & red sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
STREET 9,STREET 9,"Black and White striped woven wrap layered dress, has a V-neck, short sleeves, concealed zip closure, attched shorts, flared hem, front slit"
76,Puma,"Design Details:A pair of blue & red football sports shoes, has regular styling, lace-up detailSynthetic upperLow boot silhouetteSoft and lightweight synthetic upperExaggerated tongueLace-up closureLow-profile rubber indoor outsoleCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
23,Alcis,"Blue solid T-shirt, has a polo collar, and short sleeves"
Pepe Jeans,Pepe Jeans,"Blue washed mid-rise denim shorts, has 5 pockets, elasticated waistband and a drawstring closure"
Saree mall,Saree mall,"Design Details:  Navy Blue and Red   printed saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylist's collection, see the image for a mock-up of what the actual blouse would look like"
Pepe Jeans,Pepe Jeans,"Orange and white brand logo print T-shirt, has a round neck, short sleeves"
Pepe Jeans,Pepe Jeans,"Light no fade white jeansRegular fit, mid-riseClean lookStretchableButton and zip closure5 pocketLength: regular"
Lino Perros,Lino Perros,"Brown solid handheld bag, has a zip closure3 main compartments, 2 external and 3 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
158,OddCroft,Set Content: One showpiece Colour: Purple and gold-toned Size: Medium Pattern: Solid Shape: Cow face yoga figurine 
Tommy Hilfiger,Tommy Hilfiger,"Black solid two fold wallet2 main compartments 3 card holders, 2 slip pockets, has a Warranty: 6 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Navy blue faded opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
229,SG YUVRAJ,"Maroon solid kurta with pyjamas Maroon pathani knee length kurta, has a shirt collar, long sleeves, curved hem Maroon solid pyjamas, drawstring closure"
152,Wild stone,"What it is Set of 2 body perfumes Wild stone Code Chrome body perfume Features Chrome unfolds charismatic escapades with the freshness of lavender, bergamot, musk and vetiver. The aqueous notes of chrome, infused with zesty citrus and greens, inspires you to always go with the flow. This aromatic and fougere notes makes it distinctly masculine and irresistibly a romantic one. Designed by master perfumers in France.Wild stone Code Steel body perfume Features Steel builds a serene fragrant aura around you with its breezy marine notes and a boost of mandarin zest. Soothing notes of Bergamot with freshness of lemon to keep you cool and balanced all day. Contains zero gas, only perfume. Designed by master perfumers in France."
U.S. Polo Assn.,U.S. Polo Assn.,"White solid boxers, has an elasticated waistband, button fly, 2 pocket"
23,Alcis,"Charcoal grey printed sports T-shirt, has a round neck, and sleevelessEngineered with Antistatix, Drytech+ and stretch X technologies"
Pepe Jeans,Pepe Jeans,"Teal blue and brown tartan checks checked Casual shirt ,has a spread collar, button placket, pocket, long regular sleeves, curved hem"
158,OddCroft,Set Content: One showpiece Colour: Purple and gold-toned Size: Medium Pattern: Solid Shape: Bow yoga figurine 
76,Puma,"Special Technology:Engineered with SoftFoam technologyDesign Details:A pair of black running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Orange TshirtTropical printedRegular lengthPolo collarShort, regular sleevesKnitted cotton fabricButton closureTropical style is an awe-inspiring marriage of aqua hues with the flora and fauna of islands, orchards, and beaches. Its characterized by warm and soothing tones and feature oversized leaves, fruits, and literally everything under the tropical environment."
Louis Philippe Jeans,Louis Philippe Jeans,"Navy blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Pepe Jeans,Pepe Jeans,"Navy Blue striped T-shirt, has a round neck, and short sleeves"
T141isha,Twisha,"This clothing set consists of top and palazzosBlack and pink printed top, has a mandarin collar, sleeveless, button closureBlack and pink printed palazzos, has a slip-on closure"
Pepe Jeans,Pepe Jeans,"Grey medium wash 5-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops"
76,Puma,"Design details:A pair of round-toe blue and black sneakers, has regular styling, lace-up detailSynthetic upperWater repellentCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Qurvii,Qurvii,"Maroon and White striped casual shirt, has a spread collar, three-quarter sleeves, button placket, and curved hem"
76,Puma,"Special Technology:SoftFoam + insole provides superior cushioning and comfort ideal for every stage of your dayDesign Details:A pair of fluorescent green running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
76,Puma,The PUMA ONE 5.4 is a performance boot that closely follows the design language of the PUMA ONE 5.1. - Soft synthetic upper material provides lightweight comfort and durability - Classic tongue and lacing construction provides excellent fit for any foot shapePRODUCT DetailsUpperSoft synthetic.SoleLow-profile multi-studded rubber outsole. Suitable for use on hard natural surfaces and artificial grass.FasteningLace-UpsAnkle LengthRegular3 Months Warranty 
Pepe Jeans,Pepe Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
Pepe Jeans,Pepe Jeans,"Off-White Applique sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem"
69,Aj DEZInES,"White solid party shirt, has a spread collar, long roll-up sleeves, button placket, and high-low hemBlue and white woven checked waistcoat, has a V-neck, full button placket, sleeveless, three welt pockets, asymmetric hem, attached pocket squareBlue and white checked bow tie"
76,Puma,"Special Technology:SoftFoam+ sockliner: Flexible sock collar with cushioned foot bed provides optimal step-in comfortProduct Design Details:A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
76,Puma,"Design Details:A pair of grey & blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Louis Philippe Jeans,Louis Philippe Jeans,"Maroon solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Plum,Plum,"Plum NaturStudio All-Day-Wear Kohl Kajal with SharpnerShade name: BlackWhat it isNatural Studio All-Day-Wear Kohl KajalComes with a sharpnerWhat it doesNaturStudio All-Day-Wear Kohl Kajal is safe for use as a liner and as a kohl-kajalGo ahead, create looks to your heart's contentWaterproof and smudge-free formulaIngredientsHydrogenated Castor OilRice Bran WaxNatural Vitamin EPlum Women Bright Years Restorative Overnight Creme 50 mlWhat It Is:Plum Women Bright Years Restorative Overnight Creme 50mlSleep bright with Plum Bright Years Restorative Overnight CremeWhen you're sleeping is when your skin is at its rested, receptive best.What It Does: Treat your skin to the goodness of hydrating olive, argan, betaine and Vit E, while high-performance plant stem cells get to work deep within to rejuvenate and repair. Proven natural wrinkle-fighters and licorice extracts help fight fine lines and dark spots. Plant-derived AHAs further boost skin renewal. Here's to brighter days, and brighter nights ahead!Features:Highly hydrating night cream formulationMulti-action moisturization from olive, argan, shea butter, hyaluronic acid, plant betaine and Vit EStem cells derived from plants help rejuvenate the skin's own stem cells, leading to improved skin health and supplenessPlant polypeptides and amino acids for smooth, even texture and spot reductionPlant-derived AHAs boost cell renewalLicorice extract aids in fighting pigmentationCalming aloe juice brings relief to tired skinA little goes a long way!Plum Green Tea Revitalizing Face Mist What It Is:Plum Green Tea Revitalizing Face MistWhat It Does:Don't just refresh, bring alive! For all those times during the day when you need freshness on the go, reach out for this easy-carry, quick spray Green Tea Revitalizing Face Mist that not only cools down and refreshes skin, but also revitalizes it. Specifically made for combination and oily skin, this revitalizing face mist is infused with green tea, aloe juice, ginger root, goji berry and ginkgo biloba extracts. It is rich in antioxidants, minerals and acne-fighting compounds. Aloe juice is just great to calm your skin after sun exposure, and the signature refreshing green-tea fragrance is sheer goodness on the go! All ingredients chosen are non-sticky and non-comedogenic (no clogged pores). And as always, this plum is 100% vegan, paraben-free, phthalate-free, and not tested on animals.Features:Instantly cooling, refreshing & revitalizing face mistNon-comedogenic ingredientsCan be used alongside SPF and moisturizersTravel-friendly spray pack"
DEYANN,DEYANN,"White and Blue printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
Pepe Jeans,Pepe Jeans,"Navy Blue self-design T-shirt, has a polo collar, and short sleeves"
Pepe Jeans,Pepe Jeans,"Olive Green printed sweatshirt, has a hood, long sleeves, straight hem, 2 pockets"
Pepe Jeans,Pepe Jeans,"Off-white, red and black printed T-shirt, has a round neck, and long sleeves"
Lapis O Lupo,Lapis O Lupo,"Blue solid sling bag, has a button closure2 main compartments, 1 inner pocket"
Eske,Eske,"Beige solid sling bag, has a push lock closure1 main compartment, 2 inner pocketsTablet sleeve: No"
152,Wild stone,What it isSet of 2 code gold body perfumes Wild stone Code Gold body perfumesFeatures Let the rich Gold fragrance exude an aristocratic aroma that is stitched together with fresh spicy notes of moss and musk. Designed by Master Perfumers in France with fragrance that exudes class and confidence.
Pepe Jeans,Pepe Jeans,"Red printed T-shirt, has a round neck, and short sleeves"
23,Alcis,"Green solid T-shirt with slub effect and printed detail, has a round neck, and short sleeves"
Pepe Jeans,Pepe Jeans,"Blue colourblocked T-shirt, has a round neck, and short sleeves"
Daily Life Forever52,Daily Life Forever52,"What It Is?:Daily Life Forever52 Super Stay Lip Gloss 7mlColour Shade Name:PinkWhat It Does?:A lip gloss that boldly creates the appearance of fuller lips. The Super Stay Lip Gloss by Daily Life Forever52 helps you create a voluminous lip look and features a formula that provides your lips with long lasting moisture for up to 8 hours. This waterproof and smudge-proof lip gloss stays put even during extreme conditions. Furthermore, it coats your lips with a richly pigmented, high-shine, non sticky and lightweight formula for that ultimate glossy look.Features:A lasting lip lacquer for luxe shine and fuller-looking lipsThe formula is enriched with nourishing benefits, keeps lips hydratedIt gives lips a sculpted and volumized gleamFeatures a pointed tip, doe foot applicator for increased precisionAbout The Brand:Daily Life Forever52 is one of the most renowned cosmetic brands that have evolved over the years to make professional beauty products easily accessible to all the gorgeous women all across the globe. The brand's aim is to offer trendy, unique and revolutionizing products that can help you in becoming everything you want to be, reflecting your true potential and at the same time keep your skin healthy naturally."
76,Puma,"A pair of grey and pink colourblocked sports sandals, secured with Velcro closuresSynthetic upperCushioned footbedTextured outsole with patterned groovesWarranty: 3 monthsWarranty provided by Brand Owner/Manufacturer"
76,Puma,"Special Technology:Soft Foam + for better comfortabilityDesign Details:A pair of round-toe black sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturerPuma Pacer Next FS Knit 2.0Running-inspired, but everyday intended, the Pacer Next combines sport style and urban flair. With cool colour contrasting and a modern knit upper, you won't want to leave home in anything else."
190,FabSeasons,Green knitted self-design beanie
hummel,hummel,"Winter is coming, and the Blue hummel Core Cotton Hoodie is here to keep you warm! The soft Cotton material makes it highly comfortable and ideal to wear in the chilly days. The iconic chevron tape sleeves and smart detailing make this hoodie unique."
159,Flying Machine,"Blue, white & navy blue colourblock T-shirt, has a polo collar neck, short sleeves"
Louis Philippe Jeans,Louis Philippe Jeans,"Beige and Brown printed casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
DEYANN,DEYANN,"Purple and white printed kurta with churidarPurple straight knee length kurta, has a mandarin collar, three-quarter sleeves, straight hemWhite solid churidar, drawstring closureWhat is Made to Measure?Customised kurta set according to your body measurements. So please refer to the Size Chart to pick your perfect size."
Saree mall,Saree mall,"Off-white and red Kasavu solid saree, has a printed borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece."
Pepe Jeans,Pepe Jeans,"Red, white and blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Pepe Jeans,Pepe Jeans,"Grey Melange printed T-shirt, has a round neck, and short sleeves"
159,Flying Machine,"Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
152,Wild stone,"This set consists of a Code Gold Body Perfume and a Code Chrome Body PerfumeCode Gold Body PerfumeNotesFresh spicy notes of moss and musk, lavender, apple and geranium with a woody baseCode Chrome Body PerfumeNotesFreshness of lavender, bergamot, musk and vetiverThe aqueous notes of chrome, infused with zesty citrus and greensFeaturesContains zero gas, only perfumeFragrance is safe to use on skin and lasts for a long time."
Pepe Jeans,Pepe Jeans,"Burgundy printed T-shirt, has a round neck, and long sleeves"
DEYANN,DEYANN,"Blue and Grey printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
Pepe Jeans,Pepe Jeans,"Teal blue solid T-shirt with design detail on shoulders, has a polo collar, and short sleeves"
Pepe Jeans,Pepe Jeans,"Navy blue and white checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
23,Alcis,"Black solid hooded tracksuitBlack solid track jacket, has a hood with drawstring closure, long sleeves, zip closure, two pockets, ribbed hemBlack solid mid rise track pants, has an elasticated waistband with drawstring closure, two pockets"
76,Puma,"A pair of blue sports sandals, secured with a Velcro closureSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by Brand/Manufacturer"
Jack & Jones,Jack & Jones,"Grey printed casual shirt, has a spread collar, long sleeves, a full button placket, and a curved hemline"
76,Puma,"Special Technologies:SoftFoam + for optimal comfortDesign Details:A pair of red & black running sports shoes, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
23,Alcis,"Charcoal grey solid sporty jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and fleece lined"
141oodland,Woodland,Coffee Brown solid leather beltReversible: NoStretchable: NoSecured with a tang closure
76,Puma,"Special TechnologyNRGY Midsole provides Mega Comfort and Mega Energy Return.Additional comfort from the NEW PU SOFTFOAM+ Comfort gives you a plush, seamless ride as you transition from heel to toe.Product DetailsA pair of black running sports shoes, has regular styling, lace-up detailOutsole: Full Rubber outsoleUpper: Eye catching lacing system keeps your foot supported while running.Warranty: 3 monthsWarranty provided by brand/manufacturer"
Pepe Jeans,Pepe Jeans,"Grey solid sweater, has a round neck, long sleeves, and ribbed hem"
23,Alcis,"Blue and Black self-design T-shirt, has a polo collar, and short sleeves"
MISH,MISH,"A pair of Black accordian pleated wide leg fit cropped palazzos, sheer with full lining, partially elasticated waistband and slip-on closure"
23,Alcis,"Navy and black hooded sweatshirt with printed detail, has long sleeves, fleece linedEngineered with antimicrobial technology"
Pepe Jeans,Pepe Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
23,Alcis,"Yellow solid T-shirt with applique, has a polo collar, and short sleeves"
76,Puma,"Design Details:A pair of round-toe rust sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
76,Puma,"Product DetailsA pair of round-toe navy blue & white sneakers, has mid-top styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
