s_no,brand_name,description
41,Roadster,Navy Blue and Grey striped Scarf and has a solid border
159,Flying Machine,"Black and White checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
249,GIORDANO,"A pair of round-toe beige woven design sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 yearWarranty provided by brand/manufacturer"
352,Priyaasi,"This Jewellery set consists of a necklace and a pair of earringsGreen and red gold-plated kundan-studded handcrafted necklace, has artificial beads, has drawstring closureA pair of matching drop earrings, secured with a post-and-back closure"
353,Mine4Nine,Black solid mid-rise maternity trousers and hook and bar closure
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
339,Karmic Vision,"Black and Pink colourblocked knitted sheath dress, has a round neck, short cape sleeves, and straight hem"
354,CHROME & CORAL,"Grey & Red Colourblocked Tights, has an elasticated waistband, slip-on closure"
221,Genie,Multicoloured backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
341,Deco Window,Set content: 2 Cushion Covers Colour: Navy Blue Shape: Square Pattern: Abstract Closure: Zip
340,Bonjour,"Pack of three assorted calf-length socks, each with a ribbed mouth and a flat-toed seamDisclaimer: The final product delivered might vary in colour and prints from the display here"
146,Kvsfab,"Blue and White checked straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
348,Lavie,"A pair of off-white open toe wedges with metallic studs detailing, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
339,Karmic Vision,"Coral pink solid woven regular top with lace detail, has a boat neck, and short sleeves"
355,FAUSTO,"A pair of round-toe red solid slip-on sneakers, has regular styling, slip-on detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
345,Indian Terrain,"Green and Navy Blue striped T-shirt, has a polo collar, and long sleeves"
340,Bonjour,"Pack of four solid ankle-length socks in nude colour, each has an elasticated mouth and a flat-toe seam."
90,Mast & Harbour,"Black and Navy Blue solid jacket, has a mandarin collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
284,Alena,"Black printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
235,Bodycare,Pack of 4 Assorted printed full-coverage Everyday brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here.
41,Roadster,"Brown solid tailored jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and an attached lining with 2 in-built pockets"
90,Mast & Harbour,"A pair of blue solid knitted mid-rise joggers, has an elasticated waistband with drawstring fastening, four pockets, cuffed hems"
345,Indian Terrain,"Charcoal grey solid reversible jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
132,HRX by Hrithik Roshan,The HRX Men's Training Track Pants deliver on performance and style. The Anti-Microbial technology fights against odor creating bacteria while the reflective details keep you visible in low light.Features:Anti-Microbial technology keeps odor-causing microbes away.Cuff detailing at the bottom keeps tracks from riding up.Cut and Sew constructionPlacement printReflective detailsLength: Full LengthColour: Grey MelangeFit: Slim Fit
343,Latin Quarters,"Navy Blue self-design woven sheath dress, has a round neck, three-quarter bell sleeves, button closure, an attached lining, straight hem, lace insert detail"
350,GAP,Soft marled jerseyLong raglan sleevesBanded cuffsRib-knit trim at crewneckHenley button-front placketSubtly curved hemCertain styles have colorblock styling throughout
221,Genie,Blue backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer
356,ADORN by Nikita Ladiwala,Silver-Toned Dome Shaped Earrings Secured with a post and back
331,Archies,Content: 1 piece mugPattern: PrintedFinish: MatteMaterial: CeramicFeatures: Dishwasher and Microwave Safe
357,Hancock,"Charcoal grey and Beige striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
358,Calvin Klein Jeans,"Blue solid casual shirt, has a button-down collar, long sleeves, button placket, curved hem"
339,Karmic Vision,"Yellow solid woven A-line top with ruffled detail, has a round neck, and short sleeves"
96,United Colors of Benetton,"Red and white colourblocked two fold wallet with bow detail, has a button closure1 main compartment with a zip separator sleeve4 card holders, 1 slip pocket"
16,HIGHLANDER,"White solid casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket"
346,RARE,"Grey and Black striped knitted regular top, has a round neck, and three-quarter flared sleeves"
340,Bonjour,"Pack of four assorted shoeliners, each has an elasticated mouth and a flat-toe seam.Note: The final product delivered might vary in colour and prints from the display here"
159,Flying Machine,"Black solid T-shirt, has a polo collar, and short sleeves"
232,VRINDA,Set content: Single Window curtainsColour: RustPattern: Abstract WindowLight blocking: RegularFitting: EyeletLining: No
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
339,Karmic Vision,"Black solid woven flounce A-line dress, has a tie-up neck, long sleeves, half button closure, an attached lining, flounce hem"
345,Indian Terrain,"Coral pink printed T-shirt, has a round neck, and long sleeves"
348,Lavie,"A pair of black open toe block heels with bow and metallic detail, has regular styling, backstrap with buckle detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
283,Blissta,"Green and maroon embroidered kurta with trousers Green and maroon A-line calf length kurta, has a u-neck, three-quarter sleeves, asymmetric hem, side slitsGreen and maroon  Printed trousers, has partially elasticated waistband, drawstring closure"
345,Indian Terrain,"Pink, white & blue striped T-shirt, has a polo collar, and short sleeves"
345,Indian Terrain,"Grey printed T-shirt, has a round neck, and short sleeves"
159,Flying Machine,"Green and Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
339,Karmic Vision,"Green solid woven fit and flare dress with embellished detail and lace detail, has a high neck, sleeveless, button closure, an attached lining, and flared hem"
247,OBSESSIONS,Set content: 1 Soap DispenserColour: Transparent & BlueMaterial: AcrylicPattern: Printed
355,FAUSTO,"A pair of round-toe black & white sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsole"
331,Archies,Type: MugPattern: PrintedFinish: MatteMaterial: Ceramic
90,Mast & Harbour,"Navy Blue solid front open sweater, collarless, long sleeves, and ribbed hem"
159,Flying Machine,"Black and white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem"
141,W,"Pink and White printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
345,Indian Terrain,"Red printed T-shirt, has a polo collar, and long sleeves"
344,Moda Rapido,"Navy blue and white striped T-shirt, has a round neck, long sleeves "
345,Indian Terrain,"Brown solid jacket, has a stand collar, 4 pockets, zip closure, long sleeves, straight hem, and polyester lining"
351,KARATCART,Peach-coloured and off-white gold-plated stone-studded crescent shaped chandbalis with beaded detailSecured with a post and back closure
359,Secret Temptation,Romance Perfume
36,BuckleUp,"A pair of peach-coloured round-toe flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole"
331,Archies,Content: 2 pieces cups setPattern: PrintedFinish: MatteMaterial: CeramicFeatures: Dishwasher and Microwave Safe
357,Hancock,"Grey checked mid-rise trousers, hook and bar closure, and 4 pockets"
360,HEATWAVE,"A pair of round-toe black slip-on sneakers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
159,Flying Machine,"Blue light wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
331,Archies,Content: 1 piece mugPattern: PrintedFinish: MatteMaterial: CeramicFeatures: Dishwasher and Microwave Safe
53,DressBerry,"Blue solid jacket, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, unlined"
249,GIORDANO,"A pair of black open toe heels, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a slim heelWarranty: 1 yearWarranty provided by brand/manufacturer"
356,ADORN by Nikita Ladiwala,Silver-Toned Circular Earrings and has artificial beads Secured with a post and back
350,GAP,"Soft fleece knitLong sleeves, ribbing at cuffs and hemGraphic logo at chestKangaroo pockets"
247,OBSESSIONS,Set content: 1 Soap Dispenser Colour:  Transparent & BlackMaterial: Acrylic Pattern: Printed Mounting Type: None Feature: Stand
355,FAUSTO,"A pair of round-toe tan slip-on sneakers, has regular styling, slip-on detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
47,Qraa Men,What it is ?Qraa Men Pack Of 2 Himalayan Activated Charcoal Purifying Face Wash 200gmWhat it does?Enriched with tea tree oilLeaves the skin feeling cleanRemoves impurities and dirt effectivelyEnriched with bamboo charcoal from the Himalayan foothills
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
349,Truffle Collection,"A pair of gold-toned open-toed flats, has mid-top styling, ankle loop detailSynthetic upperCushioned footbedTextured and patterned outsole"
339,Karmic Vision,"Black solid woven bardot top with layered detail, has shoulder straps, and long sleeves"
345,Indian Terrain,"White and Black printed T-shirt, has a round neck, and long sleeves"
341,Deco Window,Set content: 2 Cushion CoversColour: Yellow and orangeShape: SquarePattern: Ethnic MotifsOrnamentation: EmbroideredClosure: Zip
361,BownBee,"Yellow and pink solid kurta with dhoti pantsYellow solid straight knee length kurta with embroidered detail, has a mandarin collar, long sleeves, button closures, straight hem, side slitsPink and yellow solid dhoti pants, has elasticated waistband, slip-on closure"
345,Indian Terrain,"Grey Melange printed sweatshirt, has a Mock collar, applique detail, two pockets, long sleeves, zip closure, straight hem"
362,Baggit,"Grey solid sling bag, has a zip closure1 main compartment, 1 inner pocketTablet sleeve: NoWarranty: 6 monthsWarranty provided by brand/manufacturer"
357,Hancock,"Blue solid formal shirt, has a button-down collar, long sleeves, button placket, straight hem, and 1 patch pocket"
348,Lavie,"A pair of red snakeksin textured open-toed flats, has regular styling, no backstrap detailSynthetic upper with braided detailCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
331,Archies,Set Content: 1 MugPattern: PrintedFinish: MatteMaterial: CeramicFeatures: Dishwasher and Microwave Safe
132,HRX by Hrithik Roshan,The HRX Men's Training Track Pants are practical and designed to enhance your performance. Their reflective details keep you visible while you workout after work while the Anti Microbial technology makes body odor a worry of the pastFeaturesAnti-Microbial technology keeps odor-causing microbes awayCuff detailing at the bottom keeps tracks from riding upCut and Sew constructionPlacement printReflective detailsLength: Full LengthColour: Jet BlackFit: Slim FitMaterial and CareKnit Track PantsFabric: Cotton Polyester BlendMachine Wash
340,Bonjour,"Pack of four assorted shoeliners, each has an elasticated mouth and a flat-toe seam.Note: The final product delivered might vary in colour and prints from the display here"
345,Indian Terrain,"Green printed T-shirt, has a round neck, and short sleeves"
53,DressBerry,"Blue solid denim jacket with tasselled detail, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, and unlined"
159,Flying Machine,"Red, off-white and navy blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
341,Deco Window,Set content: 3 Cushion CoversColour: Yellow and orangeShape: SquarePattern: Ethnic MotifsOrnamentation: EmbroideredClosure: Zip
53,DressBerry,"A pair of black open toe heels, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a slim heelWarranty: 1 monthWarranty provided by brand/manufacturer"
339,Karmic Vision,"Red solid woven regular cold-sholulder top with gathered detail, has a round neck, and short sleeves"
363,Force NXT,"Blue printed lounge pants, has a drawstring closure, 2 pockets"
348,Lavie,"A pair of black, pink, and purple open toe floral print block heels, has mid-top styling, ankle loop with buckle detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
348,Lavie,"A pair of grey and blue studded open-toed flats, has regular styling, buckle detailSynthetic upper with fringed detailCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
159,Flying Machine,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
115,HERE&NOW,"Blue dark wash 5-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops"
339,Karmic Vision,"Blue solid woven maxi dress with gathered and embellished detail, has a mandarin collar, sleeveless, button closure, an attached lining, and flared hem"
159,Flying Machine,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
159,Flying Machine,"Blue dark wash 5-pocket low-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
284,Alena,"Black embroidered straight kurta, has a mandarin collar, three-quarter roll-up sleeves, straight hem, and side slits"
364,URBANE,"A pair of round-toe beige sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
345,Indian Terrain,"Blue printed T-shirt, has a round neck, and long sleeves"
345,Indian Terrain,"Multicoloured striped T-shirt, has a polo collar, and short sleeves"
76,Puma,"A pair of navy blue running shoes, has regular Styling, lace-ups detail  Textile upper  Cushioned footbed  Textured and patterned outsole  Warranty: 3 months"
352,Priyaasi,"Magenta and green Peacock shaped drop earrings, gold-plated, and has kundan stones and beaded detailSecured with a post and back closure"
365,Canary London,"Grey checked casual blazer, has a notched lapel collar, single-breasted with double button closures, long sleeves, three pockets, and a double vented hem on the back"
355,FAUSTO,"A pair of round-toe black slip-on sneakers, has regular styling, slip-on detailCanvas upperCushioned footbedTextured and patterned outsole"
346,RARE,"Peach-Coloured printed woven regular top, has a choker neck, long cold shoulder sleeves, and button closure"
355,FAUSTO,"A pair of round-toe pink sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
345,Indian Terrain,"Blue printed T-shirt, has a polo collar, and short sleeves"
345,Indian Terrain,"Turquoise Blue printed T-shirt, has a round neck, and short sleeves"
339,Karmic Vision,"Red and white colourblocked woven A-line dress, has one shoulder styling, sleeveless, concealed zip closure, straight hem"
113,Crocs,"A pair of brown open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by Brand/Manufacturer"
235,Bodycare,Pack of 3 Assorted solid full-coverage Everyday braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here.
345,Indian Terrain,"Black printed T-shirt, has a round neck, and short sleeves"
168,Levis,"Black self design Sweatshirt, has a round neck, long sleeves, straight hem"
159,Flying Machine,"Blue dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
348,Lavie,"A pair of beige open toe wedges with metallic detail, has regular styling, backstrap with buckle detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
90,Mast & Harbour,"Pink and White striped knitted maxi dress, has a round neck, short sleeves, and straight hem"
345,Indian Terrain,"Navy Blue printed T-shirt, has a polo collar, short sleeves and button closure"
331,Archies,Content: Singe Ceramic mugPattern: PrintedFinish: MatteMaterial: Ceramic
186,Metro,"A pair of blue & pink pointed toe flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
345,Indian Terrain,"Blue solid T-shirt, has a polo collar, short sleeves and button closure"
352,Priyaasi,Set of two oxidised German silver beaded anklets with silver-platingEach secured with S-hook closure
348,Lavie,"A pair of black and brown open toe flatforms, has regular styling, backstrap with buckle detailSynthetic upperCushioned footbedTextured and patterned outsole, has a flatform heelWarranty: 1 monthWarranty provided by brand/manufacturer"
345,Indian Terrain,"Green and navy colourblocked T-shirt with embroidered detail, has a polo collar, and long sleeves"
339,Karmic Vision,"Black solid woven shift dress with lace inserts, has a boat neck, three-quarter sleeves, concealed zip closure, and straight hem"
356,ADORN by Nikita Ladiwala,Silver-Toned Contemporary Earrings Secured with a post and back
366,Jack & Jones,"Blue solid knitted sweater, has a round neck, long sleeves"
202,Calvin Klein,"Red solid medium trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer"
367,fancy mart,Set content: One bamboo grass artificial plant with potPlant colour: GreenPot Colour: Brown Flower Material: PlasticPot Material: Wood
368,ADORENITE,"Navy blue night suit consists of shirt and pyjamasNavy blue solid shirt, has a shirt collar, long sleevesA pair of navy blue solid pyjamas, has slip-on closure"
368,ADORENITE,"Navy blue solid robe, has an open front, long sleeves, a tie-up detail along the waist with embriodered detail"
339,Karmic Vision,"Brown solid knitted A-line dress with ruffled detail, has an off-shoulder neck, short bell sleeves, flounce hem"
366,Jack & Jones,"Red and navy blue checked casual shirt, has a spread collar, a full button placket, long sleeves, two patch pockets, a curved hemline"
159,Flying Machine,"Rust orange and brown striped T-shirt, has a round neck, and short sleeves"
36,BuckleUp,"A pair of pink open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer"
339,Karmic Vision,"Yellow solid woven regular top with contrast taping , has a round neck, and three-quarter sleeves"
343,Latin Quarters,"Peach-Coloured and Grey checked woven shirt style  top, has a shirt collar, and three-quarter sleeves"
159,Flying Machine,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
345,Indian Terrain,"Yellow Printed T-shirt, has a round neck, and long sleeves"
355,FAUSTO,"A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
340,Bonjour,"Pack of three assorted calf-length socks, each with a ribbed mouth and a flat-toed seamDisclaimer: The final product delivered might vary in colour and prints from the display here"
357,Hancock,"Brown checked mid-rise trousers, hook and bar closure, and 4 pockets"
369,Hypernation,"Blue and Grey striped straight kurta, has a mandarin collar, long sleeves, curved hem, and multiple slits"
340,Bonjour,"Pack of four assorted ankle length socks, each has an elasticated mouth and a flat-toe seam.Note: The final product delivered might vary in colour and prints from the display here"
202,Calvin Klein,"Black textured two fold wallet2 main compartments 8 card holders, 2 slip pockets"
16,HIGHLANDER,"Yellow and Navy Blue striped T-shirt, has a polo collar, and short sleeves"
202,Calvin Klein,"Black textured medium trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer"
348,Lavie,"A pair of black, red, and mint green open-toed flats, has regular styling, buckle detailSynthetic woven design upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
331,Archies,Type: MugPattern: PrintedFinish: MatteMaterial: Ceramic
331,Archies,Content: Singe Ceramic mugPattern: PrintedFinish: MatteMaterial: Ceramic
370,Pantaloons Junior,"Coral and Peach-coloured colourblocked woven fit and flare dress, has a round neck, sleeveless, button closure, and flared hem"
132,HRX by Hrithik Roshan,"The HRX Women's Yoga Tights are designed to stay in place no matter what asana you're in. Constructed with stretchable, lightweight fabric and seamless technology, you'll never have to worry about your skin chafing while you workout.FeaturesSeamless construction prevent chafing. Stretchable jacquard fabric allows easy 360 degree movement.Engineered with Rapid Dry technologyColour: Jet Black MelangeFit: Regular FitKnit Tights"
283,Blissta,"Charcoal grey and Blue printed A-line kurta, has a mandarin collar, short sleeves, 2 pockets and straight hem"
340,Bonjour,"Pack of four assorted shoeliners, each has an elasticated mouth and a flat-toe seam.Note: The final product delivered might vary in colour and prints from the display here"
159,Flying Machine,"Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
371,Minions by Kook N Keech,"Charcoal grey printed sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem"
249,GIORDANO,"Grey colourblocked shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer"
346,RARE,"Green solid woven regular top, has a tie-up neck, and long bell sleeves"
345,Indian Terrain,"Red solid T-shirt, has a polo collar, and short sleeves"
345,Indian Terrain,"Red and black Glow-in-the-Dark print T-shirt, has a round neck, and long sleeves"
249,GIORDANO,"A pair of round-toe olive green sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 yearWarranty provided by brand/manufacturer"
348,Lavie,"A pair of gold-toned open toe wedges, has mid-top styling, ankle loop with zip detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
16,HIGHLANDER,"Turquoise Blue and Navy Blue striped T-shirt, has a polo collar, and short sleeves"
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
345,Indian Terrain,"Green and Navy Blue striped T-shirt, has a polo collar, and long sleeves"
90,Mast & Harbour,"Blue solid sweatshirt, has long sleeves, round neck, straight hem"
355,FAUSTO,"A pair of round-toe olive green slip-on sneakers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole"
345,Indian Terrain,"Light grey printed sweatshirt, round neck, long sleeves"
339,Karmic Vision,"Peach-Coloured solid woven A-line dress, has a round neck, sleeveless, concealed zip closure, an attached lining, and high-low hem"
372,Caprese,"Olive Green solid shoulder bag, has a zip closure1 main compartment, 2 inner pocketsTablet sleeve: NoTwo Handles with a non-detachable sling strap"
225,Clovia,"Maroon solid nightdress, has V-neck, sleeveless, lace insertsComes with a maroon solid robe, has V-neck, long sleeves, lace inserts"
355,FAUSTO,"A pair of round-toe burgundy solid slip-on sneakers, has regular styling, slip-on detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
339,Karmic Vision,"Green solid woven wrap dress with tie-up detail, has a V-neck, three-quarter sleeves, tulip hem"
368,ADORENITE,"Purple night suit consists of shirt and pyjamasPurple  striped  shirt, has a shirt collar, long sleevesA pair of purple striped pyjamas, has slip-on closure"
284,Alena,"Peach-Coloured embroidered straight kurta, has a round neck, three-quarter sleeves, curved hem, and side slits"
348,Lavie,"A pair of black textured open toe wedges, has regular styling, backstrap detail with buckle closureSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 month Warranty provided by brand/manufacturer"
355,FAUSTO,"A pair of red round-toed formal Slip-onsSynthetic uppeCushioned footbedTextured outsole, has a stacked heel"
168,Levis,"Grey melange printed Sweatshirt, has a hood, long sleeves, straight hem, 1 kangaroo pocket"
245,Gold,"A pair of tan brown solid round toe pumps, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
345,Indian Terrain,"Grey Melange and Black Color-blocked T-shirt, has a polo collar, and long sleeves"
356,ADORN by Nikita Ladiwala,Silver-Toned Oval Earrings Secured with a lever back
159,Flying Machine,"Navy blue and maroon striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, 1 patch pocket"
360,HEATWAVE,"A pair of round-toe black slip-on sneakers, has mid-top styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
90,Mast & Harbour,"Black solid denim jacket with distressed detail, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, unlined"
159,Flying Machine,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, and has a button and zip closure"
339,Karmic Vision,"Dusty pink and black colourblocked woven maxi dress, has a boat neck, has one short sleeve, concealed zip closure, straight hem"
132,HRX by Hrithik Roshan,"Cut from rice knit polyester, the HRX Women's Running T-shirt is lightweight, breathable and wicks away sweat to keep you dry from start to finish. That's not all, its flatlock seams ensure you don't chafe your skin while you're running.FeaturesRapid Dry technology wicks sweat and dries fastAnti-Microbial technology keeps odor-causing microbes awayLightweight fabric makes movement easierFlatlock seams prevent chafingBrand logo printDesign: SolidColor: Deep TealFit: RegularKnit T-shirt"
373,SUITLTD,"Grey waistcoat with a woven design, has a V-neck, sleeveless, a button placket on the front, two welt pockets, an attached lining"
9,Vishudh,"Maroon printed woven wrap dress, has a V-neck, three-quarter sleeves, and flared hem"
339,Karmic Vision,"Navy Blue solid woven wrap dress with tie-up detail, has a V-neck, three-quarter sleeves, and tulip hem"
348,Lavie,"A pair of black, silver-toned woven design open toe wedges, has regular styling, backstrap detail with buckle closure Synthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
339,Karmic Vision,"Black and red colourblocked woven one shoulder A-line dress, sleeveless, concealed zip closure, and flared hem"
345,Indian Terrain,"Navy Blue solid mid-rise trousers, button closure, and 5 pockets"
331,Archies,Pattern: PrintedFinish: MatteMaterial: Ceramic
345,Indian Terrain,"Blue printed T-shirt, has a round neck, and short sleeves"
351,KARATCART,"Green Floral drop Earrings, gold-plated, and has artificial stones and beadsSecured with a post and back closureWarranty: 1 monthWarranty provided by Brand Owner / Manufacturer"
357,Hancock,"Beige solid mid-rise trousers, hook and bar closure, and 4 pocketsDisclaimer: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt."
132,HRX by Hrithik Roshan,"Cut from rice knit polyester, the HRX Women's Running T-shirt is lightweight, breathable and wicks away sweat to keep you dry from start to finish. That's not all, its flatlock seams ensure you don't chafe your skin while you're runningFeaturesRapid Dry technology wicks sweat and dries fastAnti-Microbial technology keeps odor-causing microbes awayLightweight fabric makes movement easierFlatlock seams prevent chafingBrand logo printDesign: SolidColor: Garnet RoseFit: Regular"
350,GAP,"Soft, cozy fleeceLong sleeves, banded rib-knit cuffsHooded necklineFront kanga pocketBanded rib-knit hemArch logo at chestAssorted contrasting colors at sleeve"
355,FAUSTO,"A pair of round-toe red striped sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsole"
348,Lavie,"A pair of black open toe solid wedges with metallic detail, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
369,Hypernation,"Black and Grey striped straight kurta, has a mandarin collar, long sleeves, curved hem, and multiple slits"
159,Flying Machine,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
225,Clovia,Grey and red solid full-coverage T-shirt braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
339,Karmic Vision,"Pink and black colourblocked woven A-line dress with lace insert detailing, has a round neck, three-quarter sleeves, concealed zip closure, an attached lining, and high-low hem"
331,Archies,Content: 2 pieces cups setPattern: PrintedFinish: MatteMaterial: CeramicFeatures: Dishwasher and Microwave Safe
159,Flying Machine,"Navy Blue and Brown checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
331,Archies,Content: Singe Ceramic CupPattern: PrintedFinish: MatteMaterial: Ceramic
115,HERE&NOW,"Black dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
159,Flying Machine,"Blue light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
367,fancy mart,"Set content: 1 Artificial Flowers and Plants In Wood Square PotColour: Yellow & GreenPattern: solidMaterial: Fabric, Wood, plasticColour: BrownPattern: Textured Shape: Frustum Material: Plastic"
